"Local Date","Local Time","Close","Net","%Chg","Open","Low","High","Volume","O-C","H-L","%CVol",""
"43915.5590277778","43915.5590277778","21891.3","-14.6100000000006","-0.000666943304341184","21906.36","21883.62","21950.22","5700512.0","15.0600000000013","66.6000000000022","0.0653999638170338",""
"43915.5555555556","43915.5555555556","21905.91","74.9500000000007","0.00343319762392495","21832.48","21806.6","21914.48","5350584.0","73.4300000000003","107.880000000001","-0.157992470284313",""
"43915.5520833333","43915.5520833333","21830.96","168.48","0.00777750285285893","21665.33","21663.21","21837.39","6354556.0","165.629999999997","174.18","-0.15442558398611",""
"43915.5486111111","43915.5486111111","21662.48","-93.1599999999999","-0.00428210799590358","21753.71","21588.68","21759.83","7515076.0","91.2299999999996","171.150000000001","0.0518152692360931",""
"43915.5451388889","43915.5451388889","21755.64","-64.4200000000019","-0.00295232918699591","21822.43","21735.34","21852.86","7144863.0","66.7900000000009","117.52","0.0577119113524198",""
"43915.5416666667","43915.5416666667","21820.06","-34.119999999999","-0.00156125738874664","21853.94","21778.29","21889.16","6755018.0","33.8799999999974","110.869999999999","-0.133038400328559",""
"43915.5381944444","43915.5381944444","21854.18","-114.939999999999","-0.00523188912437088","21972.77","21840.54","22009.19","7791600.0","118.59","168.649999999998","-0.099917311054373",""
"43915.5347222222","43915.5347222222","21969.12","1.09000000000015","4.96175578784327e-05","21968.68","21936.02","22019.93","8656538.0","0.43999999999869","83.9099999999999","0.254161758846753",""
"43915.53125","43915.53125","21968.03","81.7700000000004","0.00373613399457013","21884.74","21872.96","21981.49","6902250.0","83.2899999999972","108.530000000002","0.0358369805920415",""
"43915.5277777778","43915.5277777778","21886.26","35.369999999999","0.00161869836880781","21851.69","21820.52","21906.81","6663452.0","34.5699999999997","86.2900000000009","0.0704512522289515",""
"43915.5243055556","43915.5243055556","21850.89","35.6399999999994","0.00163371953106196","21815.02","21765.17","21853.62","6224900.0","35.869999999999","88.4500000000007","0.059827860759707",""
"43915.5208333333","43915.5208333333","21815.25","-20.4799999999996","-0.000937912311610354","21833.71","21737.47","21836.71","5873501.0","18.4599999999991","99.239999999998","-0.0432708322507997",""
"43915.5173611111","43915.5173611111","21835.73","3.0","0.000137408377239127","21832.27","21798.99","21850.55","6139147.0","3.45999999999913","51.5599999999977","-0.00872219616302811",""
"43915.5138888889","43915.5138888889","21832.73","93.5699999999997","0.00430421414626875","21736.81","21726.11","21832.73","6193165.0","95.9199999999983","106.619999999999","-0.104107124697357",""
"43915.5104166667","43915.5104166667","21739.16","-93.6800000000003","-0.00429078397496617","21833.95","21718.22","21833.95","6912841.0","94.7900000000009","115.73","-0.0744433511625021",""
"43915.5069444444","43915.5069444444","21832.84","130.920000000002","0.00603264595943593","21701.36","21684.62","21832.84","7468847.0","131.48","148.220000000001","0.145528856676205",""
"43915.5034722222","43915.5034722222","21701.92","79.2799999999988","0.00366652730656381","21623.81","21604.44","21741.23","6519999.0","78.1099999999969","136.790000000001","-0.125218661825851",""
"43915.5","43915.5","21622.64","-21.8300000000017","-0.00100857170445854","21645.28","21559.48","21658.03","7453290.0","22.6399999999994","98.5499999999993","-0.00709474009821027",""
"43915.4965277778","43915.4965277778","21644.47","-68.7599999999984","-0.00316673290892227","21715.25","21642.49","21771.72","7506547.0","70.7799999999988","129.23","-0.105905122316273",""
"43915.4930555556","43915.4930555556","21713.23","6.07999999999811","0.000280092043404966","21707.31","21691.62","21781.17","8395694.0","5.91999999999825","89.5499999999993","0.149779587874724",""
"43915.4895833333","43915.4895833333","21707.15","16.6700000000019","0.000768539930882207","21691.16","21644.44","21711.74","7302003.0","15.9900000000016","67.3000000000029","-0.149265015140094",""
"43915.4861111111","43915.4861111111","21690.48","89.3299999999981","0.0041354279748994","21597.78","21543.68","21690.48","8583170.0","92.7000000000007","146.799999999999","0.0128919007425721",""
"43915.4826388889","43915.4826388889","21601.15","53.1000000000022","0.00246426010706315","21543.24","21458.05","21601.62","8473925.0","57.9099999999999","143.57","0.118252781206642",""
"43915.4791666667","43915.4791666667","21548.05","24.7099999999991","0.00114805601732812","21525.51","21520.7","21588.85","7577826.0","22.5400000000009","68.1499999999978","0.0285014642027668",""
"43915.4756944444","43915.4756944444","21523.34","84.2700000000004","0.00393067423167145","21436.26","21433.89","21523.74","7367832.0","87.0800000000017","89.8500000000022","0.0180099855129233",""
"43915.4722222222","43915.4722222222","21439.07","15.0499999999993","0.000702482540624928","21425.01","21408.21","21486.82","7237485.0","14.0600000000013","78.6100000000006","0.0160888437636093",""
"43915.46875","43915.46875","21424.02","60.8300000000017","0.00284742119505569","21361.76","21340.58","21424.02","7122886.0","62.260000000002","83.4399999999987","0.0508422215481722",""
"43915.4652777778","43915.4652777778","21363.19","-43.0300000000025","-0.00201016340110503","21402.6","21357.75","21424.22","6778264.0","39.4099999999999","66.4700000000012","-0.0137219429881315",""
"43915.4618055556","43915.4618055556","21406.22","140.150000000001","0.00659031029240482","21263.4","21261.33","21410.6","6872569.0","142.82","149.269999999997","0.105820265020903",""
"43915.4583333333","43915.4583333333","21266.07","57.4199999999983","0.00270738590150709","21215.46","21177.56","21290.58","6214906.0","50.6100000000006","113.02","-0.129835297662435",""
"43915.4548611111","43915.4548611111","21208.65","-53.0399999999972","-0.00249462766130055","21263.27","21197.29","21298.02","7142218.0","54.619999999999","100.73","-0.0465545385662391",""
"43915.4513888889","43915.4513888889","21261.69","38.6499999999978","0.00182113401284631","21229.59","21154.47","21298.71","7490956.0","32.0999999999985","144.239999999998","-0.101824514351708",""
"43915.4479166667","43915.4479166667","21223.04","-36.8899999999994","-0.00173518915631422","21258.99","21193.42","21299.22","8340192.0","35.9500000000007","105.800000000003","0.0580416353902466",""
"43915.4444444444","43915.4444444444","21259.93","-13.9300000000003","-0.000654794193437406","21276.36","21204.43","21317.16","7882669.0","16.4300000000003","112.73","0.210392677822565",""
"43915.4409722222","43915.4409722222","21273.86","71.5299999999988","0.00337368581660595","21204.23","21163.44","21283.44","6512489.0","69.630000000001","120.0","-0.15402093069416",""
"43915.4375","43915.4375","21202.33","-3.43999999999869","-0.000162219999556663","21195.99","21179.51","21322.62","7698168.0","6.34000000000015","143.110000000001","0.133075803884137",""
"43915.4340277778","43915.4340277778","21205.77","11.5600000000013","0.000545431983546512","21193.51","21131.16","21217.19","6794045.0","12.260000000002","86.0299999999988","-0.0889748178431025",""
"43915.4305555556","43915.4305555556","21194.21","20.3099999999977","0.000959199769527469","21173.15","21105.73","21227.44","7457582.0","21.0599999999977","121.709999999999","-0.129666633600392",""
"43915.4270833333","43915.4270833333","21173.9","-113.519999999997","-0.0053327270284514","21281.86","21152.82","21282.99","8568650.0","107.959999999999","130.170000000002","-0.031733083254355",""
"43915.4236111111","43915.4236111111","21287.42","125.25","0.00591858018341219","21162.59","21151.18","21306.03","8849471.0","124.829999999998","154.849999999999","0.0790531078282362",""
"43915.4201388889","43915.4201388889","21162.17","31.1399999999994","0.00147366219251969","21134.19","21093.03","21176.84","8201145.0","27.9799999999996","83.8100000000013","0.0982938913387244",""
"43915.4166666667","43915.4166666667","21131.03","133.949999999997","0.00637945847708334","21001.71","20976.21","21161.39","7467168.0","129.32","185.18","-0.014128916610544",""
"43915.4131944444","43915.4131944444","20997.08","54.260000000002","0.00259086407656667","20943.17","20927.82","21091.74","7574183.0","53.9100000000035","163.920000000002","-0.0229201854471774",""
"43915.4097222222","43915.4097222222","20942.82","-53.5499999999993","-0.00255044086192038","20998.58","20875.41","21053.78","7751857.0","55.760000000002","178.369999999999","-0.050877550415714",""
"43915.40625","43915.40625","20996.37","36.0599999999977","0.00172039440256359","20957.63","20944.74","21056.91","8167394.0","38.739999999998","112.169999999998","0.0947169287319642",""
"43915.4027777778","43915.4027777778","20960.31","108.080000000002","0.00518313868588644","20857.15","20820.41","20980.65","7460736.0","103.16","160.240000000002","-0.123104355684562",""
"43915.3993055556","43915.3993055556","20852.23","80.2200000000012","0.00386192766130967","20773.84","20772.67","20902.56","8508123.0","78.3899999999994","129.890000000003","0.227007887608395",""
"43915.3958333333","43915.3958333333","20772.01","36.7999999999993","0.00177475897278105","20733.33","20646.36","20772.01","6934041.0","38.6799999999967","125.649999999998","-0.156128148010402",""
"43915.3923611111","43915.3923611111","20735.21","62.6599999999999","0.00303107260594362","20674.31","20650.43","20786.21","8216936.0","60.8999999999978","135.779999999999","0.0244817767497554",""
"43915.3888888889","43915.3888888889","20672.55","104.950000000001","0.00510268577763087","20571.57","20571.57","20718.55","8020578.0","100.98","146.98","-0.263766685566856",""
"43915.3854166667","43915.3854166667","20567.6","-205.940000000002","-0.00991357274686945","20762.42","20538.34","20764.71","10894071.0","194.82","226.369999999999","0.123421957692828",""
"43915.3819444444","43915.3819444444","20773.54","105.350000000002","0.00509720493183013","20670.37","20655.57","20800.8","9697221.0","103.170000000002","145.23","-0.152975719685638",""
"43915.3784722222","43915.3784722222","20668.19","-125.080000000002","-0.00601540786995031","20793.48","20632.89","20825.28","11448575.0","125.290000000001","192.389999999999","-0.151867505362976",""
"43915.375","43915.375","20793.27","-39.3600000000006","-0.00188934378424618","20836.15","20761.3","20943.43","13498569.0","42.880000000001","182.130000000001","0.0206987900261259",""
"43915.3715277778","43915.3715277778","20832.63","-307.27","-0.0145350734866296","21139.01","20804.23","21172.23","13224831.0","306.379999999997","368.0","-0.191504644062784",""
"43915.3680555556","43915.3680555556","21139.9","-147.25","-0.00691731866407668","21288.22","21132.27","21307.55","16357337.0","148.32","175.279999999999","-0.0432165674485667",""
"43915.3645833333","43915.3645833333","21287.15","-145.109999999997","-0.00677063454810631","21434.51","21256.11","21441.28","17096175.0","147.359999999997","185.169999999998","-0.0896200171637034",""
"43915.3611111111","43915.3611111111","21432.26","212.309999999998","0.010005207363825","21220.32","21182.8","21432.26","18779164.0","211.939999999999","249.459999999999","-0.539626884564736",""
"43915.3576388889","43915.3576388889","21219.95","515.040000000001","0.0248752590569097","21050.34","20854.06","21219.95","40791183.0","169.610000000001","365.889999999999","3.46759782183815",""
"43914.6770833333","43914.6770833333","20704.91","0.0","0.0","20704.91","20704.91","20704.91","9130451.0","0.0","0.0","18296.496993988",""
"43914.6423611111","43914.6423611111","20704.91","0.0","0.0","20704.91","20704.91","20704.91","499.0","0.0","0.0","-0.999813101474288",""
"43914.6388888889","43914.6388888889","20704.91","0.0","0.0","20704.91","20704.91","20704.91","2669898.0","0.0","0.0","5.06840513038478",""
"43914.6354166667","43914.6354166667","20704.91","0.0","0.0","20704.91","20704.91","20704.91","439967.0","0.0","0.0","-0.727042557257118",""
"43914.6319444444","43914.6319444444","20704.91","0.0","0.0","20704.91","20704.91","20704.91","1611852.0","0.0","0.0","-0.982435412831416",""
"43914.6284722222","43914.6284722222","20704.91","7.41999999999825","0.000358497576276073","20691.53","20685.04","20704.91","91767144.0","13.380000000001","19.869999999999","1.03235502708595",""
"43914.625","43914.625","20697.49","111.550000000003","0.00541874697001949","20585.66","20585.66","20737.7","45153107.0","111.830000000002","152.040000000001","0.948212901934186",""
"43914.6215277778","43914.6215277778","20585.94","208.59","0.0102363653762634","20361.87","20361.87","20591.59","23176680.0","224.07","229.720000000001","0.652477542016053",""
"43914.6180555556","43914.6180555556","20377.35","-143.330000000002","-0.00698466132701264","20515.11","20345.9","20538.39","14025413.0","137.760000000002","192.489999999998","0.171859767316026",""
"43914.6145833333","43914.6145833333","20520.68","54.4300000000003","0.00265950039699507","20465.36","20463.28","20544.36","11968508.0","55.3199999999997","81.0800000000017","0.156986707301264",""
"43914.6111111111","43914.6111111111","20466.25","11.9199999999983","0.000582761693978647","20453.83","20387.71","20486.67","10344551.0","12.4199999999983","98.9599999999991","0.0259971895680766",""
"43914.6076388889","43914.6076388889","20454.33","55.7400000000016","0.00273254180803681","20400.25","20390.46","20472.86","10082436.0","54.0800000000017","82.4000000000015","0.286605121059049",""
"43914.6041666667","43914.6041666667","20398.59","30.3499999999985","0.00149006492460804","20369.99","20340.27","20413.86","7836465.0","28.5999999999985","73.5900000000001","0.0205699849892909",""
"43914.6006944444","43914.6006944444","20368.24","-1.14999999999782","-5.64572625885123e-05","20368.6","20331.57","20412.19","7678518.0","0.359999999996944","80.619999999999","-0.0454652589202825",""
"43914.5972222222","43914.5972222222","20369.39","-45.2999999999993","-0.00221899034469783","20415.23","20317.99","20431.65","8044252.0","45.8400000000001","113.66","0.0351527851287537",""
"43914.59375","43914.59375","20414.69","-29.4000000000015","-0.00143806840999044","20439.7","20350.76","20442.17","7771077.0","25.010000000002","91.4099999999999","-0.0528244711361143",""
"43914.5902777778","43914.5902777778","20444.09","96.0999999999985","0.00472282520288237","20347.15","20340.69","20444.09","8204474.0","96.9399999999987","103.400000000001","0.13119770288032",""
"43914.5868055556","43914.5868055556","20347.99","10.2700000000004","0.000504973025491571","20336.78","20308.62","20367.9","7252909.0","11.2100000000028","59.2800000000025","-0.129594900727811",""
"43914.5833333333","43914.5833333333","20337.72","145.41","0.00720125631985641","20188.76","20172.08","20337.72","8332797.0","148.960000000003","165.639999999999","0.287574671261029",""
"43914.5798611111","43914.5798611111","20192.31","94.3199999999997","0.00469300661409423","20098.04","20086.92","20207.3","6471700.0","94.2700000000004","120.380000000001","0.135948757770516",""
"43914.5763888889","43914.5763888889","20097.99","-58.0599999999977","-0.00288052470598146","20157.16","20060.99","20182.93","5697176.0","59.1699999999983","121.939999999999","-0.0397099767629467",""
"43914.5729166667","43914.5729166667","20156.05","0.540000000000873","2.67916812822336e-05","20162.61","20114.46","20182.87","5932766.0","6.56000000000131","68.4099999999999","-0.0964699869391893",""
"43914.5694444444","43914.5694444444","20155.51","99.2099999999991","0.00494657539027633","20057.12","20057.12","20166.96","6566208.0","98.3899999999994","109.84","0.136206926385952",""
"43914.5659722222","43914.5659722222","20056.3","-10.5600000000013","-0.000526240777082279","20068.25","20006.8","20068.25","5779060.0","11.9500000000007","61.4500000000007","-0.00246369404279022",""
"43914.5625","43914.5625","20066.86","11.3300000000017","0.000564931467779797","20054.8","20002.85","20097.54","5793333.0","12.0600000000013","94.6900000000023","0.0805783867647668",""
"43914.5590277778","43914.5590277778","20055.53","86.0099999999984","0.00430706396548332","19972.77","19962.14","20055.53","5361326.0","82.7599999999984","93.3899999999994","-0.163464093477866",""
"43914.5555555556","43914.5555555556","19969.52","36.4300000000003","0.00182761428358575","19932.33","19915.5","20045.2","6408961.0","37.1899999999987","129.700000000001","-0.103159154745099",""
"43914.5520833333","43914.5520833333","19933.09","1.13999999999942","5.71946046422662e-05","19931.41","19880.3","19973.21","7146152.0","1.68000000000029","92.9099999999999","0.204341131048774",""
"43914.5486111111","43914.5486111111","19931.95","-52.6899999999987","-0.00263652485108557","19978.68","19927.49","20009.79","5933661.0","46.7299999999996","82.2999999999993","0.0159192025862733",""
"43914.5451388889","43914.5451388889","19984.64","-61.5800000000017","-0.0030719008371654","20049.61","19980.2","20095.11","5840682.0","64.9700000000012","114.91","0.088112068417863",""
"43914.5416666667","43914.5416666667","20046.22","-26.0499999999993","-0.00129781036225595","20078.19","20025.22","20108.44","5367721.0","31.9699999999975","83.2199999999975","-0.30101483128814",""
"43914.5381944444","43914.5381944444","20072.27","-53.9599999999991","-0.00268107837384344","20125.44","20003.09","20134.44","7679306.0","53.1699999999983","131.349999999999","0.348281295155265",""
"43914.5347222222","43914.5347222222","20126.23","-73.0900000000001","-0.0036184386405087","20200.38","20112.95","20228.42","5695626.0","74.1500000000015","115.469999999998","-0.0340304453028766",""
"43914.53125","43914.53125","20199.32","-50.7200000000012","-0.00250468641049604","20250.46","20152.87","20258.29","5896279.0","51.1399999999994","105.420000000002","0.166104473745103",""
"43914.5277777778","43914.5277777778","20250.04","37.5499999999993","0.00185776220544818","20212.77","20198.92","20270.75","5056390.0","37.2700000000004","71.8300000000017","-0.185256142736755",""
"43914.5243055556","43914.5243055556","20212.49","27.2100000000028","0.00134801201667764","20180.41","20176.03","20257.11","6206110.0","32.0800000000017","81.0800000000017","0.168140336981621",""
"43914.5208333333","43914.5208333333","20185.28","59.7899999999972","0.00297085934305188","20125.06","20086.37","20225.68","5312812.0","60.2199999999975","139.310000000001","-0.070216129459616",""
"43914.5173611111","43914.5173611111","20125.49","-10.7999999999993","-0.000536345076476316","20137.35","20049.04","20155.07","5714029.0","11.8599999999969","106.029999999999","0.144344027241418",""
"43914.5138888889","43914.5138888889","20136.29","-53.6100000000006","-0.00265528804005966","20187.85","20103.91","20199.0","4993279.0","51.5599999999977","95.0900000000001","-0.133118207736535",""
"43914.5104166667","43914.5104166667","20189.9","82.2000000000007","0.0040879861943435","20107.23","20071.49","20201.59","5760046.0","82.6700000000019","130.099999999999","-0.195209691609891",""
"43914.5069444444","43914.5069444444","20107.7","-90.4599999999991","-0.0044786257758132","20197.18","20093.38","20197.18","7157201.0","89.4799999999996","103.799999999999","0.211230500828139",""
"43914.5034722222","43914.5034722222","20198.16","-10.9300000000003","-0.000540845728333156","20209.96","20198.16","20285.73","5909033.0","11.7999999999993","87.5699999999997","-0.125918508960506",""
"43914.5","43914.5","20209.09","-111.450000000001","-0.00548459834236692","20317.05","20208.79","20352.23","6760277.0","107.959999999999","143.439999999999","-0.421896698028056",""
"43914.4965277778","43914.4965277778","20320.54","-16.9300000000003","-0.000832453594276982","20339.54","20290.49","20353.53","11693891.0","19.0","63.0399999999972","0.726136464950571",""
"43914.4930555556","43914.4930555556","20337.47","-77.3099999999977","-0.00378696219111828","20415.71","20314.42","20416.88","6774604.0","78.239999999998","102.460000000003","-0.1073624437589",""
"43914.4895833333","43914.4895833333","20414.78","-10.0200000000004","-0.000490580079119523","20423.68","20361.83","20424.66","7589423.0","8.90000000000146","62.8299999999981","-0.0199582152792511",""
"43914.4861111111","43914.4861111111","20424.8","51.1399999999994","0.00251010373197547","20377.6","20351.24","20440.3","7743979.0","47.2000000000007","89.0599999999977","0.0563019755110236",""
"43914.4826388889","43914.4826388889","20373.66","-8.31000000000131","-0.000407713287773523","20381.43","20322.26","20381.43","7331217.0","7.77000000000044","59.1700000000019","-0.0236493338811354",""
"43914.4791666667","43914.4791666667","20381.97","79.8100000000013","0.00393110880812688","20302.87","20302.49","20381.97","7508795.0","79.1000000000022","79.4799999999996","-0.10303494006631",""
"43914.4756944444","43914.4756944444","20302.16","50.4900000000016","0.0024931277272443","20252.35","20239.59","20313.12","8371335.0","49.8100000000013","73.5299999999988","0.359355011777574",""
"43914.4722222222","43914.4722222222","20251.67","61.6099999999969","0.00305150158048054","20192.55","20178.18","20262.22","6158314.0","59.119999999999","84.0400000000009","-0.100325271784188",""
"43914.46875","43914.46875","20190.06","-5.52999999999884","-0.000273822156223157","20196.13","20172.1","20233.6","6845045.0","6.06999999999971","61.5","0.0699829929314371",""
"43914.4652777778","43914.4652777778","20195.59","-59.2200000000012","-0.00292374996358895","20255.08","20180.94","20270.89","6397340.0","59.4900000000016","89.9500000000007","-0.0617150971653334",""
"43914.4618055556","43914.4618055556","20254.81","9.65000000000146","0.00047665713681697","20246.59","20210.71","20263.15","6818121.0","8.22000000000116","52.4400000000023","-0.0221621621621622",""
"43914.4583333333","43914.4583333333","20245.16","104.27","0.00517703040928184","20142.18","20142.18","20245.16","6972650.0","102.98","102.98","0.167676398238333",""
"43914.4548611111","43914.4548611111","20140.89","38.8199999999997","0.00193114440453146","20102.28","20070.93","20173.49","5971389.0","38.6100000000006","102.560000000001","-0.173608310597856",""
"43914.4513888889","43914.4513888889","20102.07","-25.9399999999987","-0.00128875134700344","20130.4","20077.86","20200.77","7225858.0","28.3300000000017","122.91","-0.155844495696545",""
"43914.4479166667","43914.4479166667","20128.01","0.0599999999976717","2.98092950338567e-06","20127.47","20092.86","20176.22","8559866.0","0.539999999997235","83.3600000000006","0.106904892880706",""
"43914.4444444444","43914.4444444444","20127.95","96.5800000000017","0.00482143757516344","20032.15","20032.15","20130.92","7733154.0","95.7999999999993","98.7699999999968","0.234929426138941",""
"43914.4409722222","43914.4409722222","20031.37","-12.3100000000013","-0.000614158677448518","20036.73","19989.72","20057.0","6262021.0","5.36000000000058","67.2799999999988","-0.229323585412924",""
"43914.4375","43914.4375","20043.68","51.4200000000019","0.00257199536220527","19993.32","19993.32","20068.91","8125357.0","50.3600000000006","75.5900000000001","0.433808766371612",""
"43914.4340277778","43914.4340277778","19992.26","15.8899999999994","0.000795439812138012","19975.68","19959.44","20043.62","5666974.0","16.5799999999981","84.1800000000003","-0.114724401834796",""
"43914.4305555556","43914.4305555556","19976.37","0.489999999997963","2.45295826766061e-05","19977.55","19919.37","20004.61","6401367.0","1.18000000000029","85.2400000000016","-0.043542112887236",""
"43914.4270833333","43914.4270833333","19975.88","98.0499999999993","0.00493263097631881","19875.46","19855.94","19982.85","6692785.0","100.420000000002","126.91","-0.130516825812879",""
"43914.4236111111","43914.4236111111","19877.83","-57.4099999999999","-0.00287982487293857","19934.47","19846.32","19946.93","7697429.0","56.6399999999994","100.610000000001","0.068809619055937",""
"43914.4201388889","43914.4201388889","19935.24","-5.0099999999984","-0.000251250611200883","19942.68","19934.32","19993.17","7201871.0","7.43999999999869","58.8499999999985","0.0400560155725256",""
"43914.4166666667","43914.4166666667","19940.25","-31.3300000000017","-0.00156872916414233","19966.19","19923.91","20006.34","6924503.0","25.9399999999987","82.4300000000003","-0.110652755806506",""
"43914.4131944444","43914.4131944444","19971.58","14.25","0.000714023368857457","19956.2","19940.56","19996.88","7786051.0","15.380000000001","56.3199999999997","-0.0476793237075291",""
"43914.4097222222","43914.4097222222","19957.33","-77.5899999999965","-0.00387273819910419","20034.16","19949.64","20064.6","8175871.0","76.8299999999981","114.959999999999","-0.07969177742958",""
"43914.40625","43914.40625","20034.92","19.2699999999968","0.000962746650745631","20016.48","19962.93","20064.27","8883840.0","18.4399999999987","101.34","0.0433327966250089",""
"43914.4027777778","43914.4027777778","20015.65","7.58000000000175","0.000378847135181042","20011.59","19971.8","20039.2","8514867.0","4.06000000000131","67.4000000000015","-0.149524600297786",""
"43914.3993055556","43914.3993055556","20008.07","-43.869999999999","-0.00218781823604095","20051.59","19980.38","20059.11","10011891.0","43.5200000000004","78.7299999999996","-0.15662137767381",""
"43914.3958333333","43914.3958333333","20051.94","18.3999999999978","0.000918459743010862","20036.54","20021.82","20120.09","11871170.0","15.3999999999978","98.2700000000004","0.115844549505011",""
"43914.3923611111","43914.3923611111","20033.54","65.9900000000016","0.00330486213882032","19967.2","19936.48","20038.47","10638731.0","66.3400000000001","101.990000000002","-0.111581548420823",""
"43914.3888888889","43914.3888888889","19967.55","67.4199999999983","0.00338791756636757","19900.74","19887.21","19994.47","11974910.0","66.8099999999977","107.260000000002","0.112396350123507",""
"43914.3854166667","43914.3854166667","19900.13","80.8199999999997","0.00407784125683486","19820.85","19773.36","19900.13","10764967.0","79.2800000000025","126.77","-0.0262836384305544",""
"43914.3819444444","43914.3819444444","19819.31","53.2100000000028","0.00269198273812248","19770.35","19770.35","19871.0","11055547.0","48.9600000000028","100.650000000001","0.0105259511339131",""
"43914.3784722222","43914.3784722222","19766.1","-6.77000000000044","-0.000342388333104928","19772.15","19726.13","19823.09","10940389.0","6.05000000000291","96.9599999999991","-0.0318478005585349",""
"43914.375","43914.375","19772.87","-110.48","-0.0055564077481913","19885.57","19755.27","19903.77","11300278.0","112.700000000001","148.5","-0.0116831915585478",""
"43914.3715277778","43914.3715277778","19883.35","97.239999999998","0.00491455874853612","19785.41","19778.16","19903.99","11433862.0","97.9399999999987","125.830000000002","-0.133154306385054",""
"43914.3680555556","43914.3680555556","19786.11","55.5400000000009","0.00281492121109531","19729.25","19717.58","19823.1","13190193.0","56.8600000000006","105.519999999997","-0.0115243779701609",""
